anzsco_code,occupation_title,national_shortage_rating,nsw_rating,vic_rating,qld_rating,sa_rating,wa_rating,tas_rating,nt_rating,act_rating,skill_level,major_occupation_group,classification_system,major_group_code,major_group_label
321213,Motorcycle Mechanic,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
321214,Small Engine Mechanic,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
322111,Blacksmith,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
322112,Electroplater,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
322113,Farrier,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
322114,Metal Casting Trades Worker,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,No Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
322115,Metal Polisher,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
322211,Sheetmetal Worker,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
322311,Metal Fabricator,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
322312,Pressure Welder,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,No Shortage,No Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
322313,Welder (First Class),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
323111,Aircraft Maintenance Engineer (Avionics),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
323112,Aircraft Maintenance Engineer (Mechanical),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
323113,Aircraft Maintenance Engineer (Structures),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,No Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
323211,Fitter (General),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
323212,Fitter And Turner,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
323213,Fitter-Welder,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
323214,Metal Machinist (First Class),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
323215,"Textile, Clothing And Footwear Mechanic",No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
323299,Metal Fitters And Machinists NEC,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
323311,Engraver,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
323312,Gunsmith,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
323313,Locksmith,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
323314,Precision Instrument Maker And Repairer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
323315,Saw Doctor,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,No Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
323316,Watch And Clock Maker And Repairer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
323411,Engineering Patternmaker,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,No Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
323412,Toolmaker,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
324111,Panelbeater,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
324211,Vehicle Body Builder,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
324212,Vehicle Trimmer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
324311,Vehicle Painter,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
331111,Bricklayer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
331112,Stonemason,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
331211,Carpenter And Joiner,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
331212,Carpenter,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
331213,Joiner,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
332111,Floor Finisher,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
332211,Painter,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
333111,Glazier,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
333211,Plasterer (Wall And Ceiling),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
333212,Renderer (Solid Plaster),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
333311,Roof Tiler,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
333411,Wall And Floor Tiler,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
334112,Airconditioning And Mechanical Services Plumber,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
334113,Drainer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
334114,Gasfitter,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
334115,Roof Plumber,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
334116,Plumber (General),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
334117,Fire Protection Plumber,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
341111,Electrician (General),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
341112,Electrician (Special Class),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,No Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
341113,Lift Mechanic,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
342111,Airconditioning And Refrigeration Mechanic,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
342211,Electrical Linesworker / Electrical Line Mechanic,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
342212,Technical Cable Jointer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
342311,Business Machine Mechanic,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
342312,Communications Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
342313,Electronic Equipment Trades Worker,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
342314,Electronic Instrument Trades Worker (General),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
342315,Electronic Instrument Trades Worker (Special Class),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
342411,Cabler (Data And Telecommunications),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
342412,Telecommunications Cable Jointer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
342413,Telecommunications Linesworker / Telecommunications Line Mechanic,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
342414,Telecommunications Technician,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
351111,Baker,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
351112,Pastrycook,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
351211,Butcher Or Smallgoods Maker,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
351311,Chef,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Shortage,Shortage,2,3,ANZSCO_2022,3,Technicians and Trades Workers
351411,Cook,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
361111,Dog Handler Or Trainer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
361112,Horse Trainer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
361113,Pet Groomer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,3,ANZSCO_2022,3,Technicians and Trades Workers
361114,Zookeeper,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
361115,Kennel Hand,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,3,ANZSCO_2022,3,Technicians and Trades Workers
361116,Track Rider,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
361199,Animal Attendants And Trainers NEC,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,3,ANZSCO_2022,3,Technicians and Trades Workers
361311,Veterinary Nurse,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
362111,Florist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
362312,Sports Turf Manager,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,2,3,ANZSCO_2022,3,Technicians and Trades Workers
362313,Sports Turf Trades Worker,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
362411,Nurseryperson,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
362511,Arborist,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,2,3,ANZSCO_2022,3,Technicians and Trades Workers
362512,Tree Worker,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
362611,Gardener (General),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
362711,Landscape Gardener,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
362712,Irrigation Technician,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
363111,Aquaculture Supervisor,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
363112,Fishing Leading Hand,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
363113,Forestry Operations Supervisor,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
363114,Horticultural Supervisor Or Specialist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
363115,Senior Broadacre Crop And Livestock Farm Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
363116,Senior Broadacre Crop Farm Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
363117,Vineyard Supervisor,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
363199,"Senior Aquaculture, Crop And Forestry Workers NEC",No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
363211,Senior Beef Cattle Station Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
363212,Senior Cattle And Sheep Farm Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
363213,Senior Dairy Cattle Farm Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
363214,Senior Piggery Stockperson,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
363215,Senior Sheep Farm Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
363299,Senior Livestock Farm Workers NEC,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
363311,Shearer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
363312,Wool Classer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
391111,Hairdresser,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
392111,Print Finisher,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
392112,Screen Printer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
392211,Graphic Pre-Press Trades Worker,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
392311,Printing Machinist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
392312,Small Offset Printer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,3,ANZSCO_2022,3,Technicians and Trades Workers
